location_id,region,latitude,longitude,building_type,tiv,deductible,policy_limit
LOC-02051,Houston (Flood/Wind),29.81344,-95.5673,Wood,50000.0,2500.0,50000.0
LOC-02052,Houston (Flood/Wind),28.53052,-94.15014,Wood,613556.48,12271.13,613556.48
LOC-02053,Los Angeles (Quake),33.79456,-116.48247,Concrete,695504.25,69550.43,695504.25
LOC-02054,Houston (Flood/Wind),29.74189,-94.37103,Wood,875854.6,43792.73,875854.6
LOC-02055,Houston (Flood/Wind),30.23468,-94.53575,Wood,456096.76,9121.94,456096.76
LOC-02056,Los Angeles (Quake),32.18365,-117.60578,Masonry,2960110.36,296011.04,2368088.29
LOC-02057,Houston (Flood/Wind),30.14092,-94.6791,Wood,600685.76,12013.72,600685.76
LOC-02058,Houston (Flood/Wind),29.80443,-96.57718,Concrete,781457.48,15629.15,781457.48
LOC-02059,Houston (Flood/Wind),28.34203,-95.12203,Wood,552936.62,11058.73,442349.29
LOC-02060,Los Angeles (Quake),34.25003,-119.95367,Concrete,101270.2,10127.02,101270.2
LOC-02061,Houston (Flood/Wind),29.3642,-95.10626,Concrete,326895.31,32689.53,326895.31
LOC-02062,Miami (Hurricane),25.7962,-80.25446,Concrete,160256.47,8012.82,160256.47
LOC-02063,Los Angeles (Quake),33.50227,-120.18108,Concrete,338556.51,33855.65,338556.51
LOC-02064,Miami (Hurricane),25.32664,-81.26481,Wood,459779.89,45977.99,367823.91
LOC-02065,Miami (Hurricane),26.03611,-80.12111,Concrete,283051.54,5661.03,283051.54
LOC-02066,Los Angeles (Quake),34.80592,-119.59824,Concrete,431467.42,8629.35,431467.42
LOC-02067,Los Angeles (Quake),33.01847,-118.12671,Masonry,1014652.35,101465.23,1014652.35
LOC-02068,Los Angeles (Quake),32.9873,-116.7469,Steel,171958.23,17195.82,171958.23
LOC-02069,Miami (Hurricane),25.57,-80.3704,Wood,92056.73,9205.67,92056.73
LOC-02070,Miami (Hurricane),26.12244,-78.81412,Wood,59706.21,2985.31,71647.46
LOC-02071,Houston (Flood/Wind),30.36553,-95.65008,Wood,364223.86,36422.39,364223.86
LOC-02072,Los Angeles (Quake),33.78354,-115.90375,Concrete,312801.84,15640.09,375362.21
LOC-02073,Houston (Flood/Wind),30.73605,-95.57792,Wood,162679.06,16267.91,162679.06
LOC-02074,Miami (Hurricane),25.655,-80.58343,Wood,242596.58,12129.83,291115.9
LOC-02075,Miami (Hurricane),26.06575,-79.73492,Concrete,322790.51,6455.81,258232.41
LOC-02076,Los Angeles (Quake),33.61212,-118.06378,Wood,435804.4,43580.44,435804.4
LOC-02077,Miami (Hurricane),25.78922,-80.70559,Concrete,737530.77,73753.08,737530.77
LOC-02078,Miami (Hurricane),25.69538,-79.71243,Wood,321342.49,6426.85,321342.49
LOC-02079,Los Angeles (Quake),33.59819,-117.66,Concrete,101501.8,2030.04,121802.16
LOC-02080,Miami (Hurricane),24.57741,-81.07507,Wood,50075.0,2503.75,50075.0
LOC-02081,Houston (Flood/Wind),29.29208,-93.65326,Concrete,928596.84,92859.68,1114316.21
LOC-02082,Miami (Hurricane),26.27341,-81.30009,Steel,485558.01,9711.16,582669.62
LOC-02083,Miami (Hurricane),24.72901,-79.47615,Wood,172571.66,17257.17,207085.99
LOC-02084,Los Angeles (Quake),35.16801,-119.06732,Wood,458494.13,9169.88,458494.13
LOC-02085,Miami (Hurricane),24.4462,-78.57054,Wood,211407.81,4228.16,211407.81
LOC-02086,Houston (Flood/Wind),28.82805,-94.08285,Wood,236913.77,11845.69,236913.77
LOC-02087,Houston (Flood/Wind),30.02202,-94.99443,Wood,865548.83,43277.44,692439.06
LOC-02088,Miami (Hurricane),25.84772,-80.34806,Concrete,214229.15,10711.46,214229.15
LOC-02089,Houston (Flood/Wind),31.17417,-95.78006,Wood,118917.63,11891.76,142701.16
LOC-02090,Los Angeles (Quake),34.26876,-117.80422,Wood,584148.92,29207.45,584148.92
LOC-02091,Miami (Hurricane),24.74654,-80.46584,Concrete,582905.31,11658.11,466324.25
LOC-02092,Houston (Flood/Wind),29.335,-94.99231,Concrete,50000.0,2500.0,50000.0
LOC-02093,Los Angeles (Quake),35.55281,-118.30718,Concrete,197974.62,19797.46,197974.62
LOC-02094,Miami (Hurricane),26.27975,-79.51664,Wood,202058.75,4041.18,161647.0
LOC-02095,Miami (Hurricane),25.86503,-80.49847,Wood,474058.63,9481.17,568870.36
LOC-02096,Los Angeles (Quake),32.79389,-120.21571,Steel,291831.69,14591.58,291831.69
LOC-02097,Los Angeles (Quake),33.14285,-119.93672,Steel,273474.58,27347.46,273474.58
LOC-02098,Miami (Hurricane),25.79327,-80.04293,Concrete,980930.32,98093.03,784744.26
LOC-02099,Los Angeles (Quake),34.93785,-118.58458,Wood,50000.0,2500.0,40000.0
LOC-02100,Miami (Hurricane),27.79613,-82.23843,Concrete,205271.91,4105.44,205271.91
LOC-02101,Los Angeles (Quake),33.65462,-117.77039,Steel,459741.11,45974.11,459741.11
LOC-02102,Los Angeles (Quake),32.5674,-118.85673,Steel,1118109.92,55905.5,1118109.92
LOC-02103,Los Angeles (Quake),32.66711,-116.92909,Wood,222324.43,11116.22,222324.43
LOC-02104,Houston (Flood/Wind),30.17968,-95.71615,Wood,89424.79,8942.48,107309.74
LOC-02105,Los Angeles (Quake),33.68311,-119.405,Concrete,274884.74,13744.24,329861.69
LOC-02106,Miami (Hurricane),25.53171,-77.72195,Wood,410138.66,20506.93,410138.66
LOC-02107,Houston (Flood/Wind),29.8551,-95.04488,Wood,2548303.26,127415.16,3057963.92
LOC-02108,Miami (Hurricane),26.23525,-79.27647,Concrete,55365.37,2768.27,55365.37
LOC-02109,Miami (Hurricane),26.29232,-78.10982,Masonry,424856.93,21242.85,509828.32
LOC-02110,Houston (Flood/Wind),31.72041,-97.24648,Wood,120685.99,6034.3,120685.99
LOC-02111,Houston (Flood/Wind),28.28814,-97.65482,Wood,128189.03,2563.78,128189.03
LOC-02112,Houston (Flood/Wind),29.13337,-93.87587,Wood,192787.02,9639.35,154229.62
LOC-02113,Miami (Hurricane),25.80901,-80.50992,Steel,255386.52,5107.73,255386.52
LOC-02114,Houston (Flood/Wind),29.50862,-92.4021,Wood,412199.06,20609.95,412199.06
LOC-02115,Houston (Flood/Wind),30.43529,-95.31317,Wood,435621.7,8712.43,435621.7
LOC-02116,Miami (Hurricane),26.56584,-80.02546,Wood,719238.57,14384.77,719238.57
LOC-02117,Los Angeles (Quake),34.12449,-117.05277,Wood,171485.0,17148.5,171485.0
LOC-02118,Houston (Flood/Wind),27.87973,-95.19309,Concrete,69603.05,1392.06,69603.05
LOC-02119,Houston (Flood/Wind),29.1117,-95.94264,Wood,379300.87,7586.02,303440.7
LOC-02120,Los Angeles (Quake),35.79005,-119.39777,Wood,365246.04,18262.3,365246.04
LOC-02121,Houston (Flood/Wind),30.55825,-95.59182,Wood,122396.42,2447.93,122396.42
LOC-02122,Miami (Hurricane),26.3277,-80.77675,Concrete,58741.09,2937.05,46992.87
LOC-02123,Miami (Hurricane),25.69366,-79.5951,Wood,146369.47,7318.47,146369.47
LOC-02124,Houston (Flood/Wind),28.19876,-96.03748,Wood,457852.36,45785.24,366281.89
LOC-02125,Houston (Flood/Wind),31.10311,-95.01222,Wood,50959.96,5096.0,40767.97
LOC-02126,Houston (Flood/Wind),31.31022,-96.33846,Steel,1042075.41,104207.54,1250490.49
LOC-02127,Miami (Hurricane),25.45065,-81.28465,Steel,163214.39,3264.29,195857.27
LOC-02128,Miami (Hurricane),24.71828,-80.97253,Masonry,124499.05,2489.98,124499.05
LOC-02129,Houston (Flood/Wind),28.4502,-95.71299,Wood,1125664.93,22513.3,1125664.93
LOC-02130,Miami (Hurricane),25.20516,-80.59192,Wood,456809.82,9136.2,456809.82
LOC-02131,Houston (Flood/Wind),28.88011,-96.02666,Wood,125099.23,2501.98,125099.23
LOC-02132,Los Angeles (Quake),34.19103,-118.16512,Concrete,126036.04,2520.72,126036.04
LOC-02133,Miami (Hurricane),24.88739,-80.62075,Wood,50000.0,1000.0,50000.0
LOC-02134,Los Angeles (Quake),34.476,-117.88395,Wood,51244.35,1024.89,51244.35
LOC-02135,Houston (Flood/Wind),30.54124,-96.53719,Wood,2087851.68,104392.58,2505422.02
LOC-02136,Houston (Flood/Wind),29.86851,-94.36424,Wood,5766074.7,288303.73,5766074.7
LOC-02137,Los Angeles (Quake),33.15327,-119.21691,Wood,618333.54,30916.68,618333.54
LOC-02138,Los Angeles (Quake),34.25294,-117.54883,Wood,428090.95,42809.09,342472.76
LOC-02139,Houston (Flood/Wind),30.35063,-95.02404,Masonry,2716409.67,271640.97,3259691.6
LOC-02140,Los Angeles (Quake),34.30093,-117.75654,Wood,162673.95,3253.48,195208.74
LOC-02141,Houston (Flood/Wind),30.12292,-94.2459,Wood,1297202.33,129720.23,1297202.33
LOC-02142,Miami (Hurricane),25.77673,-80.18559,Steel,78093.01,1561.86,78093.01
LOC-02143,Los Angeles (Quake),32.29028,-118.28606,Concrete,288441.95,5768.84,288441.95
LOC-02144,Miami (Hurricane),25.31197,-80.96966,Wood,183231.88,9161.59,219878.25
LOC-02145,Los Angeles (Quake),33.71117,-116.36235,Wood,548138.89,10962.78,438511.11
LOC-02146,Miami (Hurricane),26.67807,-78.01034,Concrete,79107.16,1582.14,94928.6
LOC-02147,Houston (Flood/Wind),29.19155,-95.28733,Wood,90086.69,4504.33,108104.02
LOC-02148,Miami (Hurricane),25.50069,-80.28033,Wood,597180.42,59718.04,597180.42
LOC-02149,Houston (Flood/Wind),30.04199,-95.26459,Wood,232004.49,4640.09,232004.49
LOC-02150,Miami (Hurricane),25.69929,-80.9193,Wood,494717.72,49471.77,593661.26
LOC-02151,Houston (Flood/Wind),29.83182,-95.47865,Concrete,187423.1,9371.16,187423.1
LOC-02152,Los Angeles (Quake),34.89062,-116.54106,Masonry,72817.48,7281.75,72817.48
LOC-02153,Los Angeles (Quake),35.53085,-117.71885,Wood,801829.14,80182.91,801829.14
LOC-02154,Los Angeles (Quake),33.95192,-116.95075,Concrete,89366.12,8936.61,89366.12
LOC-02155,Miami (Hurricane),25.71859,-80.78607,Wood,205118.98,20511.9,205118.98
LOC-02156,Miami (Hurricane),26.99937,-79.3172,Concrete,231884.24,11594.21,185507.39
LOC-02157,Los Angeles (Quake),33.61759,-118.52648,Wood,291660.39,5833.21,233328.31
LOC-02158,Miami (Hurricane),25.495,-80.14525,Concrete,50000.0,2500.0,50000.0
LOC-02159,Los Angeles (Quake),33.06422,-118.92873,Masonry,770718.85,38535.94,770718.85
LOC-02160,Los Angeles (Quake),34.30112,-117.92113,Wood,95982.22,9598.22,95982.22
LOC-02161,Los Angeles (Quake),31.32931,-119.41619,Wood,50000.0,1000.0,50000.0
LOC-02162,Houston (Flood/Wind),29.67465,-94.29264,Steel,320612.78,16030.64,320612.78
LOC-02163,Houston (Flood/Wind),28.65664,-95.1102,Wood,406067.72,20303.39,406067.72
LOC-02164,Los Angeles (Quake),34.35323,-118.42271,Steel,576685.13,28834.26,692022.16
LOC-02165,Miami (Hurricane),26.87353,-78.63042,Concrete,3078258.17,307825.82,2462606.54
LOC-02166,Los Angeles (Quake),34.41369,-117.04429,Wood,642653.98,32132.7,642653.98
LOC-02167,Houston (Flood/Wind),29.38447,-95.10862,Concrete,104480.66,10448.07,104480.66
LOC-02168,Los Angeles (Quake),32.94165,-119.50843,Concrete,555027.52,55502.75,555027.52
LOC-02169,Los Angeles (Quake),34.46375,-119.02013,Steel,2018319.54,40366.39,1614655.63
LOC-02170,Miami (Hurricane),25.79683,-79.81836,Wood,250513.33,12525.67,300615.99
LOC-02171,Los Angeles (Quake),33.96768,-119.52762,Wood,694946.11,13898.92,694946.11
LOC-02172,Miami (Hurricane),25.50942,-80.19483,Wood,298831.62,29883.16,298831.62
LOC-02173,Houston (Flood/Wind),29.53721,-95.77477,Wood,1668138.22,33362.76,2001765.87
LOC-02174,Houston (Flood/Wind),31.67916,-97.15461,Concrete,318344.41,31834.44,382013.29
LOC-02175,Los Angeles (Quake),34.36737,-119.98372,Masonry,221685.32,11084.27,266022.39
LOC-02176,Miami (Hurricane),25.46009,-79.26497,Masonry,172517.38,17251.74,172517.38
LOC-02177,Los Angeles (Quake),32.45697,-118.58511,Wood,988807.75,19776.15,988807.75
LOC-02178,Houston (Flood/Wind),29.32448,-96.39433,Masonry,304086.69,30408.67,243269.35
LOC-02179,Miami (Hurricane),26.46142,-80.68774,Concrete,108360.42,5418.02,108360.42
LOC-02180,Miami (Hurricane),25.27291,-81.12878,Masonry,1513773.16,75688.66,1513773.16
LOC-02181,Los Angeles (Quake),35.28748,-118.80959,Steel,421404.12,8428.08,421404.12
LOC-02182,Houston (Flood/Wind),28.57921,-95.56633,Wood,671476.2,13429.52,805771.44
LOC-02183,Miami (Hurricane),26.40679,-80.70741,Wood,273484.19,27348.42,328181.02
LOC-02184,Miami (Hurricane),25.3447,-79.87547,Wood,294693.93,29469.39,294693.93
LOC-02185,Los Angeles (Quake),34.70811,-116.85468,Wood,351167.12,17558.36,280933.7
LOC-02186,Miami (Hurricane),26.73032,-79.84677,Concrete,82938.75,8293.87,82938.75
LOC-02187,Houston (Flood/Wind),30.49325,-96.06592,Wood,177741.89,3554.84,177741.89
LOC-02188,Miami (Hurricane),24.96616,-80.2702,Wood,603114.28,12062.29,482491.43
LOC-02189,Miami (Hurricane),26.02225,-79.72127,Masonry,742316.83,14846.34,742316.83
LOC-02190,Los Angeles (Quake),33.4967,-116.94466,Masonry,138669.98,6933.5,166403.97
LOC-02191,Miami (Hurricane),26.58014,-80.56424,Wood,50000.0,2500.0,50000.0
LOC-02192,Los Angeles (Quake),34.82127,-117.61687,Concrete,50000.0,2500.0,50000.0
LOC-02193,Los Angeles (Quake),34.46827,-118.64813,Concrete,573421.03,11468.42,573421.03
LOC-02194,Houston (Flood/Wind),28.97285,-96.49661,Concrete,1157098.48,115709.85,1157098.48
LOC-02195,Miami (Hurricane),27.39078,-79.58898,Concrete,265417.93,13270.9,212334.34
LOC-02196,Miami (Hurricane),26.11357,-81.78938,Wood,182051.55,3641.03,218461.86
LOC-02197,Houston (Flood/Wind),28.95565,-93.81151,Wood,187514.61,9375.73,187514.61
LOC-02198,Houston (Flood/Wind),30.9002,-93.14932,Masonry,225288.79,11264.44,180231.03
LOC-02199,Houston (Flood/Wind),30.00148,-93.03382,Wood,2048267.72,204826.77,1638614.18
LOC-02200,Houston (Flood/Wind),29.50428,-95.48378,Wood,265348.9,5306.98,265348.9
LOC-02201,Los Angeles (Quake),33.23776,-117.16733,Wood,82344.42,8234.44,98813.31
LOC-02202,Los Angeles (Quake),36.04627,-118.7911,Steel,443553.97,8871.08,354843.18
LOC-02203,Houston (Flood/Wind),31.20865,-96.75864,Wood,114957.34,5747.87,114957.34
LOC-02204,Miami (Hurricane),25.41711,-80.61575,Wood,66149.17,6614.92,66149.17
LOC-02205,Houston (Flood/Wind),29.75767,-96.40191,Wood,80206.49,4010.32,80206.49
LOC-02206,Houston (Flood/Wind),30.4494,-96.52593,Wood,88542.25,1770.84,88542.25
LOC-02207,Miami (Hurricane),25.4617,-80.15683,Concrete,185205.4,9260.27,148164.32
LOC-02208,Los Angeles (Quake),33.90362,-119.89041,Wood,88145.43,4407.27,105774.51
LOC-02209,Houston (Flood/Wind),29.86647,-94.66201,Wood,598283.07,59828.31,717939.69
LOC-02210,Miami (Hurricane),24.56549,-80.42495,Wood,722218.62,72221.86,722218.62
LOC-02211,Houston (Flood/Wind),29.6845,-95.28948,Wood,98975.01,1979.5,98975.01
LOC-02212,Los Angeles (Quake),36.79101,-118.24759,Wood,335366.71,6707.33,335366.71
LOC-02213,Miami (Hurricane),25.29956,-80.71934,Masonry,732357.43,73235.74,732357.43
LOC-02214,Houston (Flood/Wind),30.51865,-94.69328,Masonry,586129.86,58612.99,586129.86
LOC-02215,Miami (Hurricane),26.32784,-79.78657,Concrete,463701.23,46370.12,463701.23
LOC-02216,Los Angeles (Quake),35.64575,-118.07463,Wood,238850.33,23885.03,286620.4
LOC-02217,Miami (Hurricane),25.05302,-80.21113,Wood,421708.42,42170.84,421708.42
LOC-02218,Miami (Hurricane),24.15725,-80.94985,Wood,1054808.48,52740.42,1265770.17
LOC-02219,Houston (Flood/Wind),29.38963,-95.44215,Concrete,96424.56,4821.23,96424.56
LOC-02220,Miami (Hurricane),26.8991,-79.82697,Wood,484399.52,24219.98,484399.52
LOC-02221,Miami (Hurricane),26.82842,-81.28893,Concrete,356534.67,17826.73,285227.74
LOC-02222,Houston (Flood/Wind),31.69272,-93.06813,Concrete,125103.12,12510.31,150123.75
LOC-02223,Los Angeles (Quake),34.14938,-118.10824,Concrete,60673.72,3033.69,60673.72
LOC-02224,Miami (Hurricane),25.20778,-81.33118,Concrete,217280.18,4345.6,217280.18
LOC-02225,Los Angeles (Quake),35.01259,-116.29208,Wood,85599.59,1711.99,68479.67
LOC-02226,Los Angeles (Quake),35.81904,-118.2915,Wood,1074784.66,107478.47,859827.73
LOC-02227,Los Angeles (Quake),35.38666,-118.90552,Masonry,284889.4,14244.47,284889.4
LOC-02228,Miami (Hurricane),26.47884,-80.96851,Concrete,339115.25,33911.52,339115.25
LOC-02229,Los Angeles (Quake),35.31865,-118.4023,Wood,216302.26,10815.11,173041.81
LOC-02230,Houston (Flood/Wind),30.02857,-94.25929,Wood,490767.4,24538.37,392613.92
LOC-02231,Los Angeles (Quake),36.04938,-119.75804,Steel,269109.7,13455.48,269109.7
LOC-02232,Miami (Hurricane),26.05291,-80.17839,Concrete,248926.96,12446.35,199141.57
LOC-02233,Houston (Flood/Wind),28.97737,-95.04419,Wood,123181.35,6159.07,123181.35
LOC-02234,Los Angeles (Quake),34.82508,-118.18741,Wood,147749.52,7387.48,177299.43
LOC-02235,Miami (Hurricane),26.01196,-80.20364,Wood,623139.29,12462.79,623139.29
LOC-02236,Miami (Hurricane),27.26831,-81.97474,Wood,1785878.5,89293.92,1785878.5
LOC-02237,Miami (Hurricane),26.69668,-80.38805,Wood,204049.09,4080.98,204049.09
LOC-02238,Los Angeles (Quake),36.1176,-118.45007,Wood,104853.0,2097.06,104853.0
LOC-02239,Miami (Hurricane),26.04919,-80.43516,Wood,92561.27,1851.23,92561.27
LOC-02240,Miami (Hurricane),26.10142,-80.49792,Wood,70117.63,7011.76,56094.11
LOC-02241,Los Angeles (Quake),32.43619,-117.25149,Wood,175593.49,8779.67,175593.49
LOC-02242,Miami (Hurricane),26.14195,-80.02552,Concrete,256518.36,12825.92,307822.03
LOC-02243,Miami (Hurricane),25.74111,-80.98699,Wood,676276.55,33813.83,676276.55
LOC-02244,Miami (Hurricane),26.21547,-80.63673,Wood,311377.33,31137.73,249101.86
LOC-02245,Los Angeles (Quake),34.51212,-115.67409,Wood,528779.82,52877.98,528779.82
LOC-02246,Houston (Flood/Wind),29.3463,-93.01575,Concrete,112908.05,2258.16,112908.05
LOC-02247,Los Angeles (Quake),34.69777,-119.38713,Wood,212726.92,21272.69,212726.92
LOC-02248,Houston (Flood/Wind),29.30963,-95.64575,Wood,275818.18,27581.82,275818.18
LOC-02249,Miami (Hurricane),25.70846,-79.62552,Masonry,243681.01,4873.62,243681.01
LOC-02250,Miami (Hurricane),24.97909,-79.8973,Concrete,3387082.26,67741.65,3387082.26
LOC-02251,Los Angeles (Quake),33.30714,-116.43731,Concrete,1598472.25,159847.23,1598472.25
LOC-02252,Los Angeles (Quake),33.85369,-118.83624,Wood,88581.65,4429.08,70865.32
LOC-02253,Los Angeles (Quake),32.45427,-119.14405,Wood,116268.97,5813.45,116268.97
LOC-02254,Los Angeles (Quake),31.81246,-117.95445,Wood,490861.38,9817.23,490861.38
LOC-02255,Miami (Hurricane),25.55149,-79.23986,Concrete,228091.52,22809.15,182473.22
LOC-02256,Houston (Flood/Wind),28.95312,-94.38426,Wood,238899.29,4777.99,238899.29
LOC-02257,Miami (Hurricane),26.13417,-81.09184,Wood,53636.14,5363.61,53636.14
LOC-02258,Houston (Flood/Wind),30.08799,-95.62281,Concrete,529295.74,52929.57,635154.89
LOC-02259,Los Angeles (Quake),34.39173,-119.27267,Wood,1224422.27,24488.45,1224422.27
LOC-02260,Los Angeles (Quake),33.17464,-117.59438,Wood,189464.52,3789.29,189464.52
LOC-02261,Los Angeles (Quake),33.55849,-117.79579,Concrete,643540.1,64354.01,514832.08
LOC-02262,Miami (Hurricane),25.51518,-79.21,Wood,1242973.28,62148.66,1242973.28
LOC-02263,Los Angeles (Quake),34.96071,-120.3124,Wood,977494.19,19549.88,781995.36
LOC-02264,Los Angeles (Quake),32.58241,-119.24231,Masonry,1188067.35,59403.37,1188067.35
LOC-02265,Los Angeles (Quake),35.74491,-119.7743,Steel,340187.32,17009.37,340187.32
LOC-02266,Miami (Hurricane),25.53917,-80.38128,Wood,234638.73,11731.94,234638.73
LOC-02267,Miami (Hurricane),26.40692,-81.06037,Steel,63660.91,6366.09,76393.09
LOC-02268,Houston (Flood/Wind),31.00746,-95.18812,Masonry,680869.73,68086.97,680869.73
LOC-02269,Miami (Hurricane),25.8469,-80.62596,Wood,156145.12,7807.26,187374.14
LOC-02270,Los Angeles (Quake),34.5597,-121.37641,Wood,225705.72,22570.57,225705.72
LOC-02271,Los Angeles (Quake),34.98122,-118.79596,Wood,266988.04,13349.4,266988.04
LOC-02272,Los Angeles (Quake),33.52034,-116.58128,Concrete,201909.43,10095.47,201909.43
LOC-02273,Los Angeles (Quake),32.51005,-119.64432,Concrete,436152.46,21807.62,436152.46
LOC-02274,Los Angeles (Quake),36.58053,-118.23986,Wood,158758.67,15875.87,158758.67
LOC-02275,Miami (Hurricane),25.68692,-81.93831,Wood,246034.28,4920.69,246034.28
LOC-02276,Los Angeles (Quake),33.93865,-118.70096,Wood,3471085.43,69421.71,3471085.43
LOC-02277,Los Angeles (Quake),34.15445,-119.51629,Wood,1088486.84,54424.34,1306184.21
LOC-02278,Miami (Hurricane),24.60186,-80.71243,Masonry,125722.98,2514.46,125722.98
LOC-02279,Miami (Hurricane),24.3543,-79.49815,Concrete,104206.5,2084.13,125047.8
LOC-02280,Miami (Hurricane),25.65477,-80.73464,Wood,51757.5,1035.15,62109.0
LOC-02281,Miami (Hurricane),25.76815,-80.19797,Wood,180813.56,9040.68,180813.56
LOC-02282,Houston (Flood/Wind),29.64744,-95.77025,Masonry,147257.51,2945.15,147257.51
LOC-02283,Miami (Hurricane),26.18836,-80.47178,Wood,500667.29,25033.36,500667.29
LOC-02284,Los Angeles (Quake),32.15718,-118.75759,Concrete,132500.9,13250.09,132500.9
LOC-02285,Los Angeles (Quake),33.93622,-116.30836,Wood,292504.37,29250.44,292504.37
LOC-02286,Los Angeles (Quake),33.23106,-118.92908,Wood,142149.63,14214.96,113719.7
LOC-02287,Los Angeles (Quake),35.81305,-119.19964,Steel,1804489.41,36089.79,2165387.29
LOC-02288,Los Angeles (Quake),34.18339,-118.68376,Wood,189688.02,3793.76,151750.42
LOC-02289,Miami (Hurricane),26.07167,-78.44378,Wood,333890.67,33389.07,267112.54
LOC-02290,Houston (Flood/Wind),31.42921,-94.04857,Masonry,282072.95,14103.65,282072.95
LOC-02291,Miami (Hurricane),26.54071,-79.50145,Masonry,165466.14,16546.61,198559.37
LOC-02292,Houston (Flood/Wind),29.73191,-96.08531,Wood,256640.9,12832.04,205312.72
LOC-02293,Houston (Flood/Wind),28.70008,-96.9801,Masonry,334287.97,6685.76,267430.38
LOC-02294,Miami (Hurricane),24.61485,-80.51684,Wood,298711.73,14935.59,298711.73
LOC-02295,Los Angeles (Quake),34.08094,-116.57935,Wood,114418.81,2288.38,114418.81
LOC-02296,Houston (Flood/Wind),30.61008,-95.48777,Steel,131114.77,2622.3,131114.77
LOC-02297,Houston (Flood/Wind),28.20649,-96.29016,Concrete,329013.28,16450.66,394815.94
LOC-02298,Miami (Hurricane),24.84134,-81.04708,Wood,630736.47,31536.82,630736.47
LOC-02299,Los Angeles (Quake),34.91455,-118.58418,Concrete,804808.59,16096.17,804808.59
LOC-02300,Los Angeles (Quake),33.4801,-118.40548,Wood,251212.98,25121.3,251212.98
LOC-02301,Los Angeles (Quake),34.84166,-119.96992,Wood,658247.81,13164.96,658247.81
LOC-02302,Houston (Flood/Wind),30.04389,-96.45157,Masonry,1625739.93,32514.8,1625739.93
LOC-02303,Los Angeles (Quake),33.98272,-119.63587,Wood,452960.44,45296.04,452960.44
LOC-02304,Los Angeles (Quake),34.20875,-121.19622,Wood,233239.73,23323.97,233239.73
LOC-02305,Miami (Hurricane),25.80586,-80.66853,Concrete,135485.37,6774.27,135485.37
LOC-02306,Houston (Flood/Wind),30.86907,-94.42005,Wood,775779.14,77577.91,775779.14
LOC-02307,Miami (Hurricane),23.93349,-80.65189,Masonry,118729.63,2374.59,94983.71
LOC-02308,Houston (Flood/Wind),28.64649,-95.99139,Wood,70741.17,1414.82,56592.93
LOC-02309,Miami (Hurricane),25.36542,-80.53211,Wood,100509.94,10050.99,100509.94
LOC-02310,Houston (Flood/Wind),29.63781,-94.86766,Concrete,314609.2,6292.18,314609.2
LOC-02311,Miami (Hurricane),25.18214,-81.78627,Concrete,449314.95,22465.75,449314.95
LOC-02312,Los Angeles (Quake),34.09931,-120.35304,Wood,474769.5,47476.95,474769.5
LOC-02313,Houston (Flood/Wind),29.66179,-96.01966,Wood,2025477.72,202547.77,2025477.72
LOC-02314,Houston (Flood/Wind),30.50031,-96.63244,Wood,507603.75,25380.19,609124.5
LOC-02315,Miami (Hurricane),26.51728,-79.86211,Masonry,64020.56,3201.03,51216.45
LOC-02316,Miami (Hurricane),27.51501,-80.3176,Concrete,71651.12,3582.56,71651.12
LOC-02317,Miami (Hurricane),24.86194,-79.4703,Concrete,814273.78,40713.69,814273.78
LOC-02318,Miami (Hurricane),25.44772,-78.73824,Concrete,370660.42,7413.21,370660.42
LOC-02319,Houston (Flood/Wind),30.46166,-94.64673,Concrete,735535.8,14710.72,588428.64
LOC-02320,Miami (Hurricane),24.86438,-81.46852,Steel,356226.38,17811.32,356226.38
LOC-02321,Los Angeles (Quake),33.60964,-117.10857,Wood,144831.65,2896.63,144831.65
LOC-02322,Los Angeles (Quake),34.07997,-118.64583,Concrete,366091.69,7321.83,366091.69
LOC-02323,Los Angeles (Quake),33.06174,-118.85986,Wood,639796.94,63979.69,639796.94
LOC-02324,Los Angeles (Quake),34.43454,-120.14915,Concrete,621702.44,31085.12,621702.44
LOC-02325,Houston (Flood/Wind),30.96949,-94.27457,Concrete,102708.17,5135.41,82166.54
LOC-02326,Miami (Hurricane),24.35762,-79.07054,Concrete,98166.29,1963.33,98166.29
LOC-02327,Miami (Hurricane),25.38237,-78.82385,Wood,318202.42,31820.24,318202.42
LOC-02328,Los Angeles (Quake),34.92444,-117.0215,Concrete,50000.0,1000.0,50000.0
LOC-02329,Los Angeles (Quake),35.77011,-119.11104,Masonry,920257.77,46012.89,920257.77
LOC-02330,Miami (Hurricane),26.20046,-81.23673,Wood,305395.93,30539.59,305395.93
LOC-02331,Houston (Flood/Wind),29.59911,-93.99752,Concrete,181805.8,3636.12,181805.8
LOC-02332,Los Angeles (Quake),34.17557,-117.20257,Concrete,572131.61,11442.63,572131.61
LOC-02333,Los Angeles (Quake),35.01281,-119.69554,Wood,835262.98,16705.26,835262.98
LOC-02334,Houston (Flood/Wind),28.70854,-94.17021,Wood,64208.98,3210.45,64208.98
LOC-02335,Houston (Flood/Wind),28.59142,-97.18144,Wood,129710.64,2594.21,155652.77
LOC-02336,Los Angeles (Quake),33.32212,-119.33757,Wood,603521.0,30176.05,482816.8
LOC-02337,Houston (Flood/Wind),29.56987,-95.07843,Concrete,1007746.24,20154.92,806196.99
LOC-02338,Houston (Flood/Wind),30.49564,-95.43088,Wood,322851.19,6457.02,322851.19
